county,GMcoordinates,name,address,city,joinedAddress,zip
Pleasants,"-81.2029337, 39.3901719",St. Marys Elementary School,317 Washington Street,St Marys,"317 Washington Street , St Marys, WV, 26170",26170
Mercer,"-81.2097371, 37.2583355",Memorial Primary,319 Memorial Avenue,Bluefield,"319 Memorial Avenue , Bluefield, WV, 24701",24701
Raleigh,"-81.2100044, 37.7873688",Crescent Elementary,205 Crescent Road,Beckley,"205 Crescent Road , Beckley, WV, 25801",25801
Mercer,"-81.217817, 37.248651",Bluefield High School,535 West Cumberland Road,Bluefield,"535 West Cumberland Road , Bluefield, WV, 24701",24701
Raleigh,"-81.21823309999999, 37.68671560000001",Independence High School,Po Box 1595,Coal City,"Po Box 1595 , Coal City, WV, 25823",25823
Clay,"-81.23006749999999, 38.446661",H E White Elementary School,501 Bomont Road,Bomont,"501 Bomont Road , Bomont, WV, 25030",25030
Mercer,"-81.23070059999999, 37.249801",Whitethorn Elementary School,1919 Maryland Avenue,Bluefield,"1919 Maryland Avenue , Bluefield, WV, 24701",24701
Mercer,"-81.23238429999999, 37.2431432",Bluefield Intermediate,1301 Southview Drive,Bluefield,"1301 Southview Drive , Bluefield, WV, 24701",24701
Roane,"-81.2353612, 38.6121233",Geary Elementary School,P O Box 89,Left Hand,"P O Box 89 , Left Hand, WV, 25251",25251
Raleigh,"-81.2405784, 37.7182976",Crab Orchard Elementary,Po Box 727 Rt 16,Crab Orchard,"Po Box 727 Rt 16, Crab Orchard, WV, 25827",25827
Mercer,"-81.2436322, 37.2494521",Bluefield Middle School,2002 Stadium Drive,Bluefield,"2002 Stadium Drive , Bluefield, WV, 24701",24701
Raleigh,"-81.2477531, 37.7101555",Sophia-Soak Creek Elementary,Po Box 487,Sophia,"Po Box 487 , Sophia, WV, 25921",25921
Raleigh,"-81.2477531, 37.7101555",Independence Middle School,Po Box 1171,Sophia,"Po Box 1171 , Sophia, WV, 25921",25921
Mercer,"-81.2511024, 37.3473785",Montcalm High School,5366 Simmons River Road,Rock,"5366 Simmons River Road, Rock, WV, 24747",24747
Raleigh,"-81.2546366, 37.6987948",Hollywood Elementary,Po Box 7,Macarthur,"Po Box 7 , Macarthur, WV, 25873",25873
Pleasants,"-81.2634123, 39.3778543",Pleasants County Middle School,510 Riverview Drive,Belmont,"510 Riverview Drive , Belmont, WV, 26134",26134
Pleasants,"-81.26423299999999, 39.377906",Belmont Elementary School,512 Riverview Drive,Belmont,"512 Riverview Drive , Belmont, WV, 26134",26134
Mercer,"-81.30693149999999, 37.4780145",Lashmeet/Matoaka School,Po Box 408,Matoaka,"Po Box 408 , Matoaka, WV, 24736",24736
Raleigh,"-81.3234382, 37.9067915",Clear Fork District Elementary,P.o. Box 127,Clear Creek,"P.o. Box 127 , Clear Creek, WV, 25044",25044
Raleigh,"-81.336454, 37.794213",Trap Hill Middle School,665 Coal River Road,Glen Daniel,"665 Coal River Road , Glen Daniel, WV, 25844",25844
Roane,"-81.3501871, 38.79167990000001",Spencer Elementary School,85 Clay Road,Spencer,"85 Clay Road , Spencer, WV, 25276",25276
Roane,"-81.35303189999999, 38.8048358",Spencer Middle School,102 Chapman Avenue,Spencer,"102 Chapman Avenue , Spencer, WV, 25276",25276
Roane,"-81.3658834, 38.7738286",Roane County High,One Raider Way,Spencer,"One Raider Way , Spencer, WV, 25276",25276
Raleigh,"-81.3673719, 37.7827025",Fairdale Elementary School,Po Box 10,Fairdale,"Po Box 10 , Fairdale, WV, 25839",25839
Wyoming,"-81.3713247, 37.5259596",Herndon Cons Elementary & Middle School,Po Box 309 4456 Herndon Road,Bud,"Po Box 309 4456 Herndon Road, Bud, WV, 24716",24716
Raleigh,"-81.3729372, 37.7998421",Liberty High School,Po Box 265,Glen Daniel,"Po Box 265 , Glen Daniel, WV, 25844",25844
Wyoming,"-81.37548819999999, 37.588754",Mullens Middle School,801 Moran Avenue,Mullens,"801 Moran Avenue , Mullens, WV, 25882",25882
Wyoming,"-81.3800359, 37.6001498",Mullens Elementary School,2107 Caloric Road,Mullens,"2107 Caloric Road , Mullens, WV, 25882",25882
Wood,"-81.3838896, 39.3383318",Waverly Elementary School,422 Virginia St,Waverly,"422 Virginia St , Waverly, WV, 26184",26184
Wirt,"-81.3922736, 39.0577083",Wirt County Primary Center,P O Box 220,Elizabeth,"P O Box 220 , Elizabeth, WV, 26143",26143
Roane,"-81.40059769999999, 38.6338939",Walton Elementary/Middle School,90 School Drive,Walton,"90 School Drive , Walton, WV, 25286",25286
Roane,"-81.4287323, 38.9010358",Reedy Elementary School,Roosevelt St,Reedy,"Roosevelt St , Reedy, WV, 25270",25270
Kanawha,"-81.4289228, 38.2172265",Cedar Grove Elementary School,Po Box J,Cedar Grove,"Po Box J , Cedar Grove, WV, 25039",25039
Kanawha,"-81.4289228, 38.2172265",Cedar Grove Middle School,Po Box J,Cedar Grove,"Po Box J , Cedar Grove, WV, 25039",25039
McDowell,"-81.4365833, 37.3295833",Anawalt Elementary School,Box 230,Anawalt,"Box 230 , Anawalt, WV, 24808",24808
Wood,"-81.4517356, 39.4007652",Williamstown High School,219 W 5th St,Williamstown,"219 W 5th St , Williamstown, WV, 26187",26187
Raleigh,"-81.4519565, 37.8482081",Marsh Fork Elementary,5690 Coal River Road,Naoma,"5690 Coal River Road , Naoma, WV, 25174",25174
Wood,"-81.4537335, 39.4017671",Williamstown Elementary School,418 Williams Ave,Williamstown,"418 Williams Ave , Williamstown, WV, 26187",26187
Wood,"-81.4610269, 39.199402",Kanawha Elementary School,6465 Staunton Tpke,Davisville,"6465 Staunton Tpke , Davisville, WV, 26142",26142
Kanawha,"-81.4671585, 38.4449168",Bridge Elementary School,5120 Elk River Road N,Elkview,"5120 Elk River Road N , Elkview, WV, 25071",25071
Wyoming,"-81.4709693, 37.570262",Wyoming County East High School,"PO Box 390, 260 Warrior Way",New Richmond,"PO Box 390, 260 Warrior Way, New Richmond, WV, 24867",24867
Kanawha,"-81.477891, 38.442588",Elkview Middle School,5090 N Elk River Rd,Elkview,"5090 N Elk River Rd , Elkview, WV, 25071",25071
Kanawha,"-81.4815615, 38.4050054",Pinch Elementary School,300 South Pinch Rd,Elkview,"300 South Pinch Rd , Elkview, WV, 25071",25071
Kanawha,"-81.48276489999999, 38.442321",Herbert Hoover High School,5096 N Elk River Rd,Elkview,"5096 N Elk River Rd , Elkview, WV, 25071",25071
Kanawha,"-81.4943595, 38.3332057",Mary Ingles Elementary School,Po Box 367,Tad,"Po Box 367 , Tad, WV, 25201",25201
Wood,"-81.5069961, 39.2165703",Caperton Center For Applied Technology,300 Campus Dr,Parkersburg,"300 Campus Dr , Parkersburg, WV, 26101",26101
Kanawha,"-81.512694, 38.207217",Riverside High School,#1 Warrior Way,Belle,"#1 Warrior Way , Belle, WV, 25015",25015
Wood,"-81.51349859999999, 39.1775811",Mineral Wells Elementary School,1776 Elizabeth Pike,Mineral Wells,"1776 Elizabeth Pike , Mineral Wells, WV, 26150",26150
Wood,"-81.5153516, 39.2848362",Worthington Elementary School,2500 36th St,Parkersburg,"2500 36th St , Parkersburg, WV, 26104",26104
Kanawha,"-81.51536899999999, 38.21035699999999",Midland Trail Elementary School,200 Ferry St,Diamond,"200 Ferry St , Diamond, WV, 25015",25015
Wood,"-81.5203902, 39.2704223",Criss Elementary School,2800 22nd St,Parkersburg,"2800 22nd St , Parkersburg, WV, 26101",26101
Wood,"-81.52201269999999, 39.2854332",Hamilton Middle School,3501 Cadillac Dr,Parkersburg,"3501 Cadillac Dr , Parkersburg, WV, 26104",26104
Kanawha,"-81.5263424, 38.2155946",Chesapeake Elementary School,13620 Mccorkle Ave,Chesapeake,"13620 Mccorkle Ave , Chesapeake, WV, 25315",25315
Wood,"-81.5287, 39.2875325",Emerson Elementary School,1605 36th St,Parkersburg,"1605 36th St , Parkersburg, WV, 26101",26101
Wyoming,"-81.5308204, 37.6976706",Glen Fork Elementary & Middle School,Po Box 50 111 Glen Fork Hollow Road,Glen Fork,"Po Box 50 111 Glen Fork Hollow Road, Glen Fork, WV, 25845",25845
Wood,"-81.5322578, 39.24424279999999",Trek Center,615 Broadway Ave,Parkersburg,"615 Broadway Ave , Parkersburg, WV, 26101",26101
Wood,"-81.5322578, 39.24424279999999",Fairplains Elementary School,615 Broadway Ave,Parkersburg,"615 Broadway Ave , Parkersburg, WV, 26101",26101
Wood,"-81.5323006, 39.2315501",Edison Middle School,1201 Hillcrest St,Parkersburg,"1201 Hillcrest St , Parkersburg, WV, 26101",26101
Wood,"-81.53367229999999, 39.2835457",Madison Elementary School,1426 32nd St,Parkersburg,"1426 32nd St , Parkersburg, WV, 26101",26101
Wood,"-81.533856, 39.2322512",Martin Elementary School,1301 Hillcrest St,Parkersburg,"1301 Hillcrest St , Parkersburg, WV, 26101",26101
Wyoming,"-81.53475399999999, 37.5792",Pineville Middle School,Po Box 470 607 River Road,Pineville,"Po Box 470 607 River Road, Pineville, WV, 24874",24874
Wyoming,"-81.53475399999999, 37.5792",Pineville Elementary School,"Po Box 700, 541 River Road",Pineville,"Po Box 700, 541 River Road, Pineville, WV, 24874",24874
Raleigh,"-81.5350867, 37.9583058",Raleigh-Boone Technical Center,11823 Coal River Road,Whitesville,"11823 Coal River Road , Whitesville, WV, 25209",25209
Kanawha,"-81.53761829999999, 38.2320461",Du Pont Middle School,1 Panther Way,Belle,"1 Panther Way , Belle, WV, 25015",25015
Wood,"-81.5389659, 39.325156",Jackson Middle School,1601 34th St,Vienna,"1601 34th St , Vienna, WV, 26105",26105
Wood,"-81.5397113, 39.3470656",Greenmont Elementary School,209 58th St,Vienna,"209 58th St , Vienna, WV, 26105",26105
Kanawha,"-81.5398014, 38.2327788",Belle Elementary School,401 E 6th Street,Belle,"401 E 6th Street , Belle, WV, 25015",25015
Wood,"-81.5419015, 39.266261",Jefferson Elementary Center,1103 Plum St,Parkersburg,"1103 Plum St , Parkersburg, WV, 26101",26101
Wood,"-81.5425142, 39.3313719",Vienna Elementary School,700 41st St,Vienna,"700 41st St , Vienna, WV, 26105",26105
Wood,"-81.54256459999999, 39.2869681",Van Devender Middle School,918 31st St,Parkersburg,"918 31st St , Parkersburg, WV, 26104",26104
Wood,"-81.5446396, 39.2755704",Mckinley Elementary School,1130 19th St,Parkersburg,"1130 19th St , Parkersburg, WV, 26101",26101
Wood,"-81.54482879999999, 39.2785727",Parkersburg High School,2101 Dudley Ave,Parkersburg,"2101 Dudley Ave , Parkersburg, WV, 26101",26101
Wood,"-81.54899569999999, 39.2436853",Parkersburg South High School,1511 Blizzard Dr,Parkersburg,"1511 Blizzard Dr , Parkersburg, WV, 26101",26101
Wood,"-81.549307, 39.2421793",Wood Co Voc Tech Ctr,1515 Blizzard Dr,Parkersburg,"1515 Blizzard Dr , Parkersburg, WV, 26101",26101
Wood,"-81.55154739999999, 39.2379253",Gihon Elementary School,2000 Belmont Rd,Parkersburg,"2000 Belmont Rd , Parkersburg, WV, 26101",26101
Wood,"-81.5522914, 39.3223417",Neale Elementary School,2305 Grand Central Ave,Vienna,"2305 Grand Central Ave , Vienna, WV, 26105",26105
Wood,"-81.55460339999999, 39.2432678",Franklin Elementary Center,1511 Division St Ext,Parkersburg,"1511 Division St Ext , Parkersburg, WV, 26101",26101
Kanawha,"-81.5583881, 38.3007452",Malden Elementary School,4001 Salinas Drive,Charleston,"4001 Salinas Drive , Charleston, WV, 25306",25306
Jackson,"-81.561241, 38.822323",Roane-Jackson Technical Center,9450 Spencer Rd,Leroy,"9450 Spencer Rd, Leroy, WV, 25252",25252
Roane,"-81.561241, 38.822323",Roane-Jackson Technical Center,9450 Spencer Rd,Leroy,"9450 Spencer Rd, Leroy, WV, 25252",25252
Kanawha,"-81.562899, 38.2895581",Carver Career Center,4799 Midland Dr,Charleston,"4799 Midland Dr , Charleston, WV, 25306",25306
McDowell,"-81.56412809999999, 37.4488145",Welch Elementary School,1235 Stewart Street,Welch,"1235 Stewart Street , Welch, WV, 24801",24801
Kanawha,"-81.5664886, 38.2460696",Marmet Elementary School,408 94th St,Marmet,"408 94th St , Marmet, WV, 25315",25315
Kanawha,"-81.5703936, 38.3965411",Elk Elementary Center,3320 Pennsylvania Ave,Charleston,"3320 Pennsylvania Ave , Charleston, WV, 25302",25302
McDowell,"-81.5757711, 37.4387926",Mount View High School,960 Mount View Road,Welch,"960 Mount View Road , Welch, WV, 24801",24801
Wood,"-81.5758148, 39.2520517",Lubeck Elementary School,206 Lubeck Rd,Parkersburg,"206 Lubeck Rd , Parkersburg, WV, 26101",26101
Kanawha,"-81.5767874, 38.3720105",Capital High School,1500 Greenbrier St,Charleston,"1500 Greenbrier St , Charleston, WV, 25311",25311
Kanawha,"-81.5803354, 38.3191508",Chamberlain Elementary School,4901 Venable Av S E,Charleston,"4901 Venable Av S E , Charleston, WV, 25304",25304
McDowell,"-81.5813805, 37.434714",Phoenix Center,275 Virginia Avenue,Welch,"275 Virginia Avenue , Welch, WV, 24801",24801
Kanawha,"-81.5868325, 38.3245153",Horace Mann Middle School,4300 Maccorkle Avenue,Charleston,"4300 Maccorkle Avenue , Charleston, WV, 25304",25304
Kanawha,"-81.59197300000001, 38.350269",Ruffner Elementary School,809 Litz Drive,Charleston,"809 Litz Drive , Charleston, WV, 25311",25311
Kanawha,"-81.5937735, 38.3900224",Shoals Elementary School,100 Dutch Rd,Charleston,"100 Dutch Rd , Charleston, WV, 25302",25302
Kanawha,"-81.5955627, 38.329578",Kanawha City Elementary School,3601 Staunton Avenue Se,Charleston,"3601 Staunton Avenue Se , Charleston, WV, 25304",25304
Boone,"-81.6141415, 38.1303013",Sherman Elementary School,7487 Coal River Road Po Box 369,Comfort,"7487 Coal River Road Po Box 369, Comfort, WV, 25049",25049
Wood,"-81.6160094, 39.2596302",Blennerhassett Elementary School,448 Jewel Rd,Parkersburg,"448 Jewel Rd , Parkersburg, WV, 26101",26101
Wood,"-81.61664789999999, 39.2593596",Blennerhassett Middle School,444 Jewel Rd,Parkersburg,"444 Jewel Rd , Parkersburg, WV, 26101",26101
Boone,"-81.62169460000001, 38.1143459",Sherman High School,10008 Coal River Road Po Box Ab,Seth,"10008 Coal River Road Po Box Ab, Seth, WV, 25181",25181
Kanawha,"-81.6267249, 38.343956",Piedmont Year-Round Education,203 Bradford Street,Charleston,"203 Bradford Street , Charleston, WV, 25301",25301
Kanawha,"-81.629853, 38.528963",Sissonville Elementary School,8324 Sissonville Drive,Sissonville,"8324 Sissonville Drive , Sissonville, WV, 25320",25320
Kanawha,"-81.6299222, 38.35104",Garnet Career Center,422 Dickinson Street,Charleston,"422 Dickinson Street , Charleston, WV, 25301",25301
Kanawha,"-81.63328589999999, 38.3652026",Watts Elementary School,230 Costello St,Charleston,"230 Costello St , Charleston, WV, 25302",25302
Kanawha,"-81.63725819999999, 38.3838867",Edgewood Elementary,550 Hawks Ridge,Charleston,"550 Hawks Ridge, Charleston, WV, 25302",25302
Kanawha,"-81.641459, 38.3244967",Holz Elementary School,1505 Hampton Rd,Charleston,"1505 Hampton Rd , Charleston, WV, 25314",25314
Kanawha,"-81.649518, 38.3678017",Stonewall Jackson Middle School,812 Park Avenue,Charleston,"812 Park Avenue , Charleston, WV, 25302",25302
Kanawha,"-81.6510612, 38.3710492",J E Robins Elementary School,915 Beech Ave,Charleston,"915 Beech Ave , Charleston, WV, 25302",25302
Kanawha,"-81.654968, 38.3630761",Glenwood Elementary School,810 Grant St,Charleston,"810 Grant St , Charleston, WV, 25302",25302
Kanawha,"-81.6568363, 38.3343177",George Washington High School,1522 Tennis Club Rd,Charleston,"1522 Tennis Club Rd , Charleston, WV, 25314",25314
Kanawha,"-81.6576312, 38.3377448",Overbrook Elementary School,218 Overbrook Rd,Charleston,"218 Overbrook Rd , Charleston, WV, 25314",25314
Kanawha,"-81.6593844, 38.3272158",John Adams Middle School,2002 Presidential Dr,Charleston,"2002 Presidential Dr , Charleston, WV, 25314",25314
Kanawha,"-81.66138029999999, 38.36448000000001",Mary C. Snow West Side Elementary School,100 Florida Street,Charleston,"100 Florida Street , Charleston, WV, 25302",25302
Kanawha,"-81.66227190000001, 38.380167",Chandler Elementary School,1900 School Street,Charleston,"1900 School Street , Charleston, WV, 25312",25312
Kanawha,"-81.66227190000001, 38.380167",Chandler Academy,1900 School Street,Charleston,"1900 School Street, Charleston, WV, 25312",25312
Kanawha,"-81.6678096, 38.4649799",Sissonville Middle School,100 Middle School Lane,Charleston,"100 Middle School Lane , Charleston, WV, 25312",25312
Kanawha,"-81.6703656, 38.353107",Weberwood Elementary School,732 Gordon Road,So. Charleston,"732 Gordon Road , So. Charleston, WV, 25303",25303
Kanawha,"-81.670879, 38.48052370000001",Flinn Elementary School,2006 Mcclure Parkway,Charleston,"2006 Mcclure Parkway , Charleston, WV, 25312",25312
Wyoming,"-81.6709953, 37.7531799",Road Branch Elementary & Middle School,"1165 Huff Creek Road, HC 80 Box 422",Cyclone,"1165 Huff Creek Road, HC 80 Box 422, Cyclone, WV, 24827",24827
Boone,"-81.6723184, 37.8954448",Wharton Elementary,36071 Pond Fork Road Po Box 60,Wharton,"36071 Pond Fork Road Po Box 60, Wharton, WV, 25208",25208
Kanawha,"-81.6725903, 38.4749352",Sissonville High School,6100 Sissonville Dr.,Charleston,"6100 Sissonville Dr. , Charleston, WV, 25312",25312
Wyoming,"-81.67291349999999, 37.5898502",Baileysville Elementary & Middle School,Drawer 409 11618 R.d. Bailey Highway,Brenton,"Drawer 409 11618 R.d. Bailey Highway, Brenton, WV, 24818",24818
McDowell,"-81.6740799, 37.304933",Southside K-8,Po Box 730,War,"Po Box 730 , War, WV, 24892",24892
Jackson,"-81.6767629, 38.6860454",Kenna Elementary School,650 Route 21,Kenna,"650 Route 21 , Kenna, WV, 25248",25248
Kanawha,"-81.681378, 38.381726",Grandview Elementary School,959 Woodward Drive,Charleston,"959 Woodward Drive , Charleston, WV, 25312",25312
Kanawha,"-81.68327579999999, 38.3385611",Kenna Elementary School,198 Eureka Rd,Charleston,"198 Eureka Rd , Charleston, WV, 25314",25314
Kanawha,"-81.6852301, 38.3567209",Montrose Elementary School,631 Montrose Drive,So. Charleston,"631 Montrose Drive , So. Charleston, WV, 25303",25303
Kanawha,"-81.691468, 38.3661634",South Charleston Middle School,400 Third Avenue,South Charleston,"400 Third Avenue , South Charleston, WV, 25303",25303
Boone,"-81.70038679999999, 38.1837243",Ashford-Rumble Elementary,1649 Ashford Nellis Road,Ashford,"1649 Ashford Nellis Road , Ashford, WV, 25009",25009
Jackson,"-81.7009587, 38.8141683",Cottageville Elementary School,100 School Street,Cottageville,"100 School Street , Cottageville, WV, 25239",25239
Jackson,"-81.7016002, 38.8149997",Ripley Elementary School,404 Second Avenue,Ripley,"404 Second Avenue , Ripley, WV, 25271",25271
Jackson,"-81.701605, 38.812448",Ripley High School,2 School Street,Ripley,"2 School Street , Ripley, WV, 25271",25271
McDowell,"-81.70411109999999, 37.45763890000001",Fall River Elementary School,Route 7 Drawer 70,Big Sandy,"Route 7 Drawer 70 , Big Sandy, WV, 24816",24816
Boone,"-81.71336749999999, 37.9718766",Van Junior/Senior High School,913 Van High School Road Po Box 100,Van,"913 Van High School Road Po Box 100, Van, WV, 25206",25206
Boone,"-81.7139301, 37.97191960000001",Van Elementary,338 Van High School Road Po Box 360,Van,"338 Van High School Road Po Box 360, Van, WV, 25206",25206
Kanawha,"-81.71591699999999, 38.3875993",Tyler Middle School,4277 West Washington Street,Charleston,"4277 West Washington Street , Charleston, WV, 25313",25313
Kanawha,"-81.724538, 38.3453609",Richmond Elementary School,4620 Spring Hill Avenue,South Charleston,"4620 Spring Hill Avenue , South Charleston, WV, 25309",25309
Kanawha,"-81.735449, 38.348251",South Charleston High School,1 Eagle Way,South Charleston,"1 Eagle Way , South Charleston, WV, 25309",25309
Kanawha,"-81.735788, 38.352637",Bridgeview Elementary School,5100 Ohio Street,South Charleston,"5100 Ohio Street , South Charleston, WV, 25309",25309
Kanawha,"-81.743146, 38.3594428",Dunbar Intermediate Center,1330 Myers Avenue,Dunbar,"1330 Myers Avenue , Dunbar, WV, 25064",25064
Kanawha,"-81.75391739999999, 38.3623581",Dunbar Primary Center,2401 Myers Avenue,Dunbar,"2401 Myers Avenue , Dunbar, WV, 25064",25064
Kanawha,"-81.7540336, 38.36725140000001",Ben Franklin Career Center,500 28th Street,Dunbar,"500 28th Street , Dunbar, WV, 25064",25064
Kanawha,"-81.7556178, 38.3652734",Dunbar Middle School,325 27th Street,Dunbar,"325 27th Street , Dunbar, WV, 25064",25064
Kanawha,"-81.7564522, 38.3729711",Shawnee Community Center,142 Marshall Avenue,Dunbar,"142 Marshall Avenue , Dunbar, WV, 25064",25064
Jackson,"-81.7588268, 38.95071",Ravenswood Middle School,409 Sycamore Street,Ravenswood,"409 Sycamore Street , Ravenswood, WV, 26164",26164
Jackson,"-81.76132129999999, 38.9521781",Ravenswood High School,Plaza Drive,Ravenswood,"Plaza Drive , Ravenswood, WV, 26164",26164
Jackson,"-81.761432, 38.960579",Henry J Kaiser Elementary School,803 Kaiser Avenue,Ravenswood,"803 Kaiser Avenue , Ravenswood, WV, 26164",26164
Kanawha,"-81.77135489999999, 38.4312865",Point Harmony Elementary School,5312 Big Tyler Road,Cross Lanes,"5312 Big Tyler Road , Cross Lanes, WV, 25313",25313
Kanawha,"-81.77705900000001, 38.270804",Alum Creek Elementary School,Rt 7 Box 279a,So Charleston,"Rt 7 Box 279a , So Charleston, WV, 25309",25309
Kanawha,"-81.78304179999999, 38.4259847",Andrew Jackson Middle School,5445 Big Tyler Road,Charleston,"5445 Big Tyler Road , Charleston, WV, 25313",25313
Jackson,"-81.783355, 38.822207",Evans Elementary School,205 Schoolhouse Drive,Evans,"205 Schoolhouse Drive , Evans, WV, 25241",25241
McDowell,"-81.78425469999999, 37.4130236",Sandy River Middle School,P.o. Box 419,Avondale,"P.o. Box 419 , Avondale, WV, 24811",24811
Kanawha,"-81.7888692, 38.37571",George C. Weimer Elementary School,3040 Kanawha Terrace,St. Albans,"3040 Kanawha Terrace , St. Albans, WV, 25177",25177
Kanawha,"-81.7897519, 38.42118",Cross Lanes Elementary School,5525 Big Tyler Road,Charleston,"5525 Big Tyler Road , Charleston, WV, 25313",25313
Kanawha,"-81.790656, 38.375632",Mckinley Middle School,3000 Kanawha Terrace,St. Albans,"3000 Kanawha Terrace , St. Albans, WV, 25177",25177
McDowell,"-81.7980489, 37.3507725",Bradshaw Elementary School,P.o. Box 40,Bradshaw,"P.o. Box 40 , Bradshaw, WV, 24817",24817
McDowell,"-81.8032638, 37.3579867",River View High School,512 Mountaineer Highway,Bradshaw,"512 Mountaineer Highway , Bradshaw, WV, 24817",24817
Wyoming,"-81.8068693, 37.5856022",Huff Cons Elementary & Middle School,"374 Lizard Creek Rd, Drawer E",Hanover,"374 Lizard Creek Rd, Drawer E, Hanover, WV, 24839",24839
Kanawha,"-81.8118956, 38.37898029999999",Saint Albans High School,2100 Kanawha Terrace,St. Albans,"2100 Kanawha Terrace , St. Albans, WV, 25177",25177
Kanawha,"-81.812957, 38.3855708",Alban Elementary School,2030 Harrison Avenue,St. Albans,"2030 Harrison Avenue , St. Albans, WV, 25177",25177
Putnam,"-81.81417549999999, 38.4722971",Poca Middle School,P.o. Box 647 Route 62 South,Poca,"P.o. Box 647 Route 62 South, Poca, WV, 25159",25159
Putnam,"-81.81417549999999, 38.4722971",Poca Elementary,P.o. Box 430 Route 62 South,Poca,"P.o. Box 430 Route 62 South, Poca, WV, 25159",25159
Boone,"-81.8164446, 38.0628103",Madison Elementary,150 Josephine Avenue,Madison,"150 Josephine Avenue , Madison, WV, 25130",25130
Putnam,"-81.8191105, 38.4476357",Rock Branch Elementary,4616 1st Avenue,Nitro,"4616 1st Avenue , Nitro, WV, 25143",25143
McDowell,"-81.8213349, 37.466634",Iaeger Elementary School,P.o. Box 359 Waters Street,Iaeger,"P.o. Box 359 Waters Street, Iaeger, WV, 24844",24844
Boone,"-81.8257659, 38.1043071",Brookview Elementary,1 Learning Way,Foster,"1 Learning Way , Foster, WV, 25081",25081
Boone,"-81.82732709999999, 38.0723384",Madison Middle School,404 Riverside Dr-W,Madison,"404 Riverside Dr-W , Madison, WV, 25130",25130
Kanawha,"-81.83152989999999, 38.382825",Central Elementary School,900 Helene Street,St. Albans,"900 Helene Street , St. Albans, WV, 25177",25177
Boone,"-81.8331248, 38.0742221",Scott High School,1 Skyhawk Place,Madison,"1 Skyhawk Place , Madison, WV, 25130",25130
Lincoln,"-81.8363011, 38.2607881",Midway Elementary School,267 Midway Road,Alum Creek,"267 Midway Road, Alum Creek, WV, 25003",25003
Kanawha,"-81.8373357, 38.36868320000001",Lakewood Elementary School,2089 Lakewood Drive,St. Albans,"2089 Lakewood Drive , St. Albans, WV, 25177",25177
Kanawha,"-81.8404091, 38.4204528",Nitro Elementary School,1921 19th Street,Nitro,"1921 19th Street , Nitro, WV, 25143",25143
Kanawha,"-81.8419873, 38.3732791",Hayes Middle School,830 Strawberry Road,St. Albans,"830 Strawberry Road , St. Albans, WV, 25177",25177
Kanawha,"-81.8453229, 38.419258",Nitro High School,1300 Park Avenue,Nitro,"1300 Park Avenue , Nitro, WV, 25143",25143
Boone,"-81.8469301, 37.9641221",Jeffrey-Spencer Elementary,3277 Hewett Creek Road Po Box 319,Hewett,"3277 Hewett Creek Road Po Box 319, Hewett, WV, 25108",25108
Logan,"-81.8497567, 37.7653234",Buffalo Elementary School,Po Box 310,Accoville,"Po Box 310 , Accoville, WV, 25606",25606
Kanawha,"-81.856883, 38.400735",Anne Bailey Elementary School,405 Winfield Road,St. Albans,"405 Winfield Road , St. Albans, WV, 25177",25177
Kanawha,"-81.86068209999999, 38.3232547",Andrews Heights Elementary School,P O Box 340,Tornado,"P O Box 340 , Tornado, WV, 25202",25202
Putnam,"-81.8619197, 38.536232",Hometown Elementary,P.o. Box 249 Route 62 North,Hometown,"P.o. Box 249 Route 62 North, Hometown, WV, 25109",25109
Putnam,"-81.8664331, 38.4655985",Eastbrook Elementary School,1600 Bills Creek Road,Winfield,"1600 Bills Creek Road , Winfield, WV, 25213",25213
Logan,"-81.8748159, 37.7345366",Man Senior High School,800 East Mcdonald Avenue,Man,"800 East Mcdonald Avenue , Man, WV, 25635",25635
Logan,"-81.8766558, 37.7386318",South Man Elementary School,301 East Mcdonald Avenue,Man,"301 East Mcdonald Avenue , Man, WV, 25635",25635
Putnam,"-81.8782689, 38.538443",Winfield High School,3022 Winfield Road,Winfield,"3022 Winfield Road , Winfield, WV, 25213",25213
Mingo,"-81.88182359999999, 37.6186173",Gilbert Elementary,Rt. 52 Elementary School Dr.,Gilbert,"Rt. 52 Elementary School Dr. , Gilbert, WV, 25621",25621
Putnam,"-81.8889311, 38.5353507",Winfield Middle School,3280 Winfield Road,Winfield,"3280 Winfield Road , Winfield, WV, 25213",25213
Putnam,"-81.89506820000001, 38.5307242",Winfield Elementary,2 Wall Street,Winfield,"2 Wall Street , Winfield, WV, 25213",25213
Putnam,"-81.910465, 38.448205",Scott Teays Elementary,4308 Teays Valley Road,Scott Depot,"4308 Teays Valley Road , Scott Depot, WV, 25560",25560
Mingo,"-81.9115556, 37.6358889",Gilbert High School,100 Lion Drive,Gilbert,"100 Lion Drive , Gilbert, WV, 25621",25621
Mingo,"-81.9115556, 37.6358889",Gilbert Middle School,100 Lion Drive,Gilbert,"100 Lion Drive , Gilbert, WV, 25621",25621
Putnam,"-81.92128480000001, 38.5334092",George Washington Middle School,P.o. Box 660 Route 62 North,Eleanor,"P.o. Box 660 Route 62 North, Eleanor, WV, 25070",25070
Putnam,"-81.92128480000001, 38.5334092",George Washington Elementary School,P.o. Box 680 Route 62 North,Eleanor,"P.o. Box 680 Route 62 North, Eleanor, WV, 25070",25070
