"type","county","name","address","city","zip","zip4","phone","fax","url","grades"
"PUBLIC","Mercer","Mercer County Technical Education Center","1397 Stafford Drive ","Princeton","24740","8230","4259551","4250833","http://www.edline.net/pages/mercer_county_technical_educat",""
"PUBLIC","Mercer","Whitethorn Elementary School","1919 Maryland Avenue ","Bluefield","24701","4425","3276217","3243894","","0K02"
"PUBLIC","Mercer","Ceres Elementary School","Rt 2  Box 189 ","Bluefield","24701","9631","3256786","3275516","","0K05"
"PUBLIC","Mercer","Princeton Senior High School","1321 Stafford Drive ","Princeton","24740","2467","4258101","4252823","","0912"
"PUBLIC","Mercer","Straley Elementary School","810 Straley Avenue ","Princeton","24740","2926","4253173","4872724","","0305"
"PUBLIC","Mercer","Bluewell Elementary School","Rt 4  Box 480 ","Bluefield","24701","9286","5895057","5893723","","PK05"
"PUBLIC","Mercer","Bluefield High School","535 West Cumberland Road ","Bluefield","24701","4654","3259116","3250529","","0912"
"PUBLIC","Mercer","Oakvale School","2503 Goodwins Chapel Road ","Princeton","24740","4484","8983731","8982031","","PK05"
"ADMINISTRATIVE","Mercer","Mercer County Schools","1403 Honaker Avenue ","Princeton","24740","3065","4871551","4255844","http://boe.merc.k12.wv.us/",""
"PUBLIC","Mineral","Burlington Primary","10474 Patterson Creek Road","Burlington","26710","","2893073","2895116","http://burlington.mine.k12.wv.us","PK05"
"PUBLIC","Mineral","Mineral County Alternative School","89 Baker Place","Keyser","26726","","7884213","7888423","","0912"
"PUBLIC","Mineral","Elk Garden School","86 Elk Garden Highway","Elk Garden","26717","","4465141","4465425","http://elkgarden.mine.k12.wv.us","PK05"
"PUBLIC","Mineral","Frankfort High School","393 Falcon Way","Ridgeley","26753","","7264767","7268597","http://fhs.mine.k12.wv.us/","0912"
"PUBLIC","Mineral","Frankfort Middle School","356 Golden Drive","Ridgeley","26753","","7264339","7264339","http://fms.mine.k12.wv.us","0508"
"PUBLIC","Mineral","New Creek Primary School","PO Box 97, 85 New Creek School Road","New Creek","26743","","7884249","7884208","http://boe.mine.k12.wv.us/newcreekprimaryschool_home.aspx","PK04"
"PUBLIC","Mineral","Fort Ashby Primary School","44 Fort Ashby Primary School Road","Ft. Ashby","26719","","2983632","2983200","http://fortashby.mine.k12.wv.us","0K02"
"PUBLIC","Mineral","Mineral County Technical Center","981 Harley O. Staggers Drive ","Keyser","26726","","7884240","7884243","http://mctc.mine.tec.wv.us/",""
"PUBLIC","Mineral","Keyser Middle School","879 Harley O. Staggers Drive ","Keyser","26726","","7884220","7884225","","0K08"
"PUBLIC","Mineral","Keyser High School","328 One Tornado Way","Keyser","26726","","7884230","7884234","http://khs.mine.k12.wv.us/","0912"
"ADMINISTRATIVE","Mineral","Mineral County Schools","36 Baker Pl","Keyser","26726","","7884200","7884204","http://boe.mine.k12.wv.us/",""
"PUBLIC","Mineral","Frankfort Intermediate School","284 Intermediate Drive","Fort Ashby","26719","","2983616","2983557","http://fis.mine.k12.wv.us","PK04"
"PUBLIC","Mineral","Wiley Ford Primary School","PO Box 20 ","Wiley Ford","26767","","7380400","7383633","http://wileyford.mine.k12.wv.us","PK02"
"PUBLIC","Mineral","Fountain Primary School","289 Fountain School Road","Keyser","26726","","7884215","7884229","","PK04"
"PUBLIC","Mineral","Keyser Primary School","1123 Harley O. Staggers Drive","Keyser","26726","","7884508","7884510","",""
"NON-PUBLIC","Mineral","Small World Academy (Ex K)","Luann Miller PO Box 1460","Fort Ashby","26719","","2983736","","",""
"NON-PUBLIC","Mingo","Sacred Heart","Williamson, Wv 25661 ","","0","","2353029","","",""
"PUBLIC","Mingo","Williamson PK-8","Alderson Street ","Williamson","25661","","2353430","2355567","http://www.geocities.com/athens/pantheon/5711","PK08"
"PUBLIC","Mingo","Mingo Central Comprehensive High","1000 King Coal Highway","Delbarton","25670","","","","","0912"
"PUBLIC","Mingo","Mingo County Extended Learning Center","Rt. 2 Box 52-A","Delbarton","25670","","4753347","4753797","",""
"PUBLIC","Mingo","Matewan Elementary School","100 Chambers Street ","Matewan","25678","","4264719","4264732","","PK04"
"PUBLIC","Mingo","Williamson High School","801 Alderson Street ","Williamson","25661","","2352518","2356590","","0912"
"PUBLIC","Mingo","Gilbert Elementary","Rt. 52 Elementary School Dr. ","Gilbert","25621","","6645042","6649723","","PK04"
"PUBLIC","Mingo","Gilbert High School","100 Lion Drive ","Gilbert","25621","","6648197","6648249","","0712"
"PUBLIC","Mingo","Burch Pk-6","Rt. 3 Box 4-B ","Delbarton","25670","","4752141","4752627","","PK04"
"NON-PUBLIC","Mingo","Jammie Darrian Christian Academy","Po Box 402 Gilbert, Wv 25621","","0","","6643763","","",""
"PUBLIC","Mingo","Gilbert Middle School","100 Lion Drive ","Gilbert","25621","","6648197","6648249","","0508"
"ADMINISTRATIVE","Mingo","Mingo County Schools","110 Cinderella Road","Williamson","25661","","2353333","","http://www.mingoboe.us/",""
"NON-PUBLIC","Mingo","Regional Christian School","Us Route 52 Po Box 236","Delbarton","0","","4753468","","",""
"PUBLIC","Mingo","Matewan PK-8","200 Tiger Lane ","Matewan","25678","","4268569","4264480","http://www.angelfire.com/wv2/matewanmiddle/","PK08"
"PUBLIC","Mingo","Mingo Career & Technical Center","Route 2 Box 52 A ","Delbarton","25670","","4753347","4753797","http://mcvtc.ming.tec.wv.us","1112"
"PUBLIC","Mingo","Kermit Area School (K-8)","Blue Devil Lane ","Kermit","25674","","3934130","3934137","","PK08"
"PUBLIC","Mingo","Tug Valley High School","555 Panther Drive ","Williamson","25661","","2352266","2352636","http://www.homestead.com/tugvalleyhigh","0912"
"PUBLIC","Mingo","Riverside Elementary School","5 Parkway Drive ","Williamson","25661","","2352521","2352520","","PK04"
"PUBLIC","Mingo","Matewan High School","100 Tiger Lane ","Matewan","25678","","4266555","4266292","http://www.angelfire.com/wv/matewanhigh","0912"
"PUBLIC","Mingo","Dingess Elementary School","101 Schoolhouse Rd. ","Dingess","25671","","7527036","7527036","","PK04"
"PUBLIC","Mingo","Burch High School","Rt. 2 Box 521-A ","Delbarton","25670","","4752700","4755106","","0712"
"PUBLIC","Mingo","Lenore K-8 School","#1 Ranger Drive ","Williamson","25661","","4752458","4752411","","PK08"
"NON-PUBLIC","Mingo","Omega Bible Academy","Po Box 217 North Matewan, Wv","","0","","4264235","","",""
"PUBLIC","Mingo","Burch PK-8","Rt. 2 Box 52-1a ","Delbarton","25670","","4752700","4755106","","0508"
"NON-PUBLIC","Monongalia","Alliance Christian School","200 Trinity Way ","Morgantown","26505","","2914659","","",""
"PUBLIC","Monongalia","Mason-Dixon  Elementary","7041 Mason Dixon Highway ","Blacksville","26521","","6626113","6626167","http://boe.mono.k12.wv.us/mason/index.html","PK05"
"PUBLIC","Monongalia","University High School","131 Baker`s Ridge Road ","Morgantown","26508","","2919270","2919248","http://hawks.mono.k12.wv.us/","0912"
"PUBLIC","Monongalia","Cheat Lake Elementary School","154 Crosby Road ","Morgantown","26508","","5942772","5942283","http://boe.mono.k12.wv.us/cles","PK05"
"PUBLIC","Monongalia","Clay-Battelle High School","Drawer A ","Blacksville","26521","","4328208","4328189","","0612"
"PUBLIC","Monongalia","North Elementary School","825 Chestnut Ridge Road ","Morgantown","26505","","2919280","2919213","http://boe.mono.k12.wv.us/nes/","PK05"
"PUBLIC","Monongalia","Eastwood Elementary School","677 201 St. Memorial Hwy","Morgantown","26505","8226","2848226","","",""
"NON-PUBLIC","Monongalia","Covenant Christian School","P.o. Box 342 ","Morgantown","26507","","2926050","","",""
"PUBLIC","Monongalia","South Middle School","500 East Parkway Drive ","Morgantown","26501","","2919340","2919306","","0608"
"PUBLIC","Monongalia","Brookhaven Elementary School","1215 Baker Street ","Morgantown","26508","","2919236","2849355","","PK05"
"NON-PUBLIC","Monongalia","Maranatha Christian Academy","275 Canyon Road ","Morgantown","26508","","5943717","","",""
"PUBLIC","Monongalia","Mountaineer Middle School","991 Price Street ","Morgantown","26505","","2842856","2842409","","0608"
"NON-PUBLIC","Monongalia","Morgantown Early Learning Facility","302 Scott Avenue ","Morgantown","26505","","2915845","","",""
"PUBLIC","Monongalia","Skyview Elementary School","668 River Road ","Morgantown","26501","","2842890","2842894","","PK05"
"PUBLIC","Monongalia","Technical Education Center","1000 Mississippi Street ","Morgantown","26501","","2919240","2919247","",""
"PUBLIC","Monongalia","Mountainview Elementary School","661 Greenbag Road ","Morgantown","26508","","2919255","2919254","","PK05"
"PUBLIC","Monongalia","Morgantown High School","109 Wilson Avenue ","Morgantown","26501","","2919260","2919263","http://boe.mono.k12.wv.us/mhs/","0912"
"PUBLIC","Monongalia","Suncrest Primary","523 Junior Avenue ","Morgantown","26505","","2919347","2849388","","PK03"
"NON-PUBLIC","Monongalia","St. Francis Central Catholic School","41 Gutherie Lane ","Morgantown","26505","","2915070","","http://falcon.sfcc.pvt.k12.wv.us",""
"PUBLIC","Monongalia","Suncrest Middle School","360 Baldwin Street ","Morgantown","26505","","2919335","2849362","http://boe.mono.k12.wv.us/suncrestmiddle/","0608"
"PUBLIC","Monongalia","Ridgedale Elementary School","1550 Goshen Road ","Morgantown","26508","","2919231","2919215","","PK05"
"NON-PUBLIC","Monongalia","Trinity Christian School","200 Trinity Way ","Morgantown","26505","","2914659","","http://www.tcswv.org",""
"PUBLIC","Monongalia","Westwood Middle School","670 River Road ","Morgantown","26501","","2919300","2849368","http://boe.mono.k12.wv.us/westwood","0608"
"ADMINISTRATIVE","Monongalia","Monongalia County Schools","13 South High Street ","Morgantown","26501","","2919210","2913015","http://boe.mono.k12.wv.us",""
"NON-PUBLIC","Monongalia","Morgantown Learning Academy","123 Discovery Place ","Morgantown","26508","","2969554","","http://www.learningacademy.org",""
"PUBLIC","Monongalia","Mylan Park Elementary School","901 Mylan Park Lane ","Morgantown","26501","","9837700","9837704","","PK05"
"PUBLIC","Monroe","James Monroe High School","Rt. 1 Box 97-1-A James Monroe Drive","Lindside","24951","","7535182","7535184","http://jmhs.monroe.k12.wv.us/","0912"
"PUBLIC","Monroe","Mountain View Elementary & Middle School","Mt. View Drive P.o. Box 620","Union","24983","","7724903","7724907","http://mountainview.monroe.k12.wv.us/","PK08"
"ADMINISTRATIVE","Monroe","Monroe County Schools","PO Box 330","Union","24983","","7723094","7725020","http://boe.monroe.k12.wv.us/",""
"PUBLIC","Monroe","Monroe County Vocational Center","Route 1, Box 97 James Monroe Drive","Lindside","24951","","7539971","7539272","",""
"PUBLIC","Monroe","Peterstown Middle School","108 College Drive ","Peterstown","24963","","7534322","7535376","http://peterstown.monroe.k12.wv.us/","0508"
"PUBLIC","Monroe","Peterstown Elementary","36 College Drive ","Peterstown","24963","","7534328","7534786","http://pms.monroe.k12.wv.us/","PK04"
"PUBLIC","Morgan","Berkeley Springs High School","149 Concord Avenue ","Berkeley Springs","25411","","2582871","2585058","http://www.edline.net/pages/Morgan_County_Schools/Schools","0912"
"PUBLIC","Morgan","Warm Springs Intermediate School","575 Warm Springs Way ","Berkeley Springs","25411","","2580031","","","0305"
"PUBLIC","Morgan","Pleasant View Elementary School","10500 Martinsburg Road ","Hedgesville","25427","","3042606","2587993","http://www.edline.net/pages/Morgan_County_Schools/Schools","0K05"
"PUBLIC","Morgan","Greenwood Elementary School","8989 Winchester Grade Road ","Berkeley Springs","25411","","2582372","","http://www.edline.net/pages/Morgan_County_Schools/Schools","0K05"
"PUBLIC","Morgan","Paw Paw High School","60 Pirate Circle ","Paw Paw","25434","","9477425","9475513","http://www.edline.net/pages/Morgan_County_Schools/Schools","0712"
"PUBLIC","Morgan","Warm Springs Middle School","271 Warm Springs Way ","Berkeley Springs","25411","","2581500","2584600","http://www.edline.net/pages/Morgan_County_Schools/Schools","0608"
"PUBLIC","Morgan","Widmyer Elementary","10 Myers Road ","Berkeley Springs","25411","","2582024","","","PK02"
"PUBLIC","Morgan","Paw Paw Elementary School","60 Pirate Circle ","Paw Paw","25434","","3047425","9475513","http://www.edline.net/pages/Morgan_County_Schools/Schools","0K06"
"ADMINISTRATIVE","Morgan","Morgan County Schools","247 Harrison Avenue ","Berkeley Springs","25411","","2582430","2589146","http://www.MorganSchools.net",""
"PUBLIC","Nicholas","Richwood High School","1 Valley Ave. ","Richwood","26261","","8462591","8462684","http://rhs.nich.k12.wv.us","0912"
"PUBLIC","Nicholas","Gauley River Elementary","100 School Street","Craigsville","26205","","7425271","","",""
"PUBLIC","Nicholas","Summersville Middle School","40 Grizzly Rd ","Summersville","26651","","8725092","8726314","","0608"
"PUBLIC","Nicholas","Birch River Elementary School","379 Birch River Road ","Birch River","26610","","6492651","6492651","","PK05"
"PUBLIC","Nicholas","Panther Creek Elementary School","10068 Canvas Nettie Road P.o.box 39","Nettie","26681","","8466808","8462144","","PK05"
"PUBLIC","Nicholas","Summersville Elementary School","108 Mckees Creek Rd ","Summersville","26651","","8721421","8721444","","PK05"
"NON-PUBLIC","Nicholas","Summersville Seventh Day Adventist","70 Friends-R-Fun Drive ","Summersville","26651","","8720588","","",""
"PUBLIC","Nicholas","Mt Lookout Elementary School","1945 Mt. Lookout Road ","Mt Lookout","26678","","8722731","8722731","http://mtlookout.nich.k12.wv.us","PK05"
"PUBLIC","Nicholas","Nicholas County Career/Technical Center","215 Milam Addition Rd ","Craigsville","26205","","7425416","7423024","http://ncctc.nich.tec.wv.us/index.htm","1111"
"PUBLIC","Nicholas","Dixie Elementary School","Po Box 288 1988 Dixie Highway","Dixie","25059","","6321323","6321323","","PK05"
"PUBLIC","Nicholas","Nicholas County High School","30 Grizzly Rd ","Summersville","26651","","8722141","8723026","http://welcome.to/NCHS/","0912"
"PUBLIC","Nicholas","Cherry River Elementary School","190 Riverside Drive ","Richwood","26261","","8466646","8466897","http://cherryriver.nich.k12.wv.us/","PK05"
"PUBLIC","Nicholas","Richwood Middle School","2 Valley Avenue ","Richwood","26261","","8462638","8469632","","0608"
"PUBLIC","Nicholas","Zela Elementary School","165 Country Road ","Summersville","26651","","8721481","8721481","","PK05"
"ADMINISTRATIVE","Nicholas","Nicholas County Schools","400 Old Main Drive ","Summersville","26651","","8723611","8724626","http://boe.nich.k12.wv.us",""
"PUBLIC","Nicholas","Mt Nebo Elementary School","Po Box 160 110 Schoolhouse Lane","Mt. Nebo","26651","","8722440","8722440","","PK05"
"NON-PUBLIC","Nicholas","New Life Christian Academy","89 Broad Street ","Summersville","26651","","8721148","","",""
"PUBLIC","Nicholas","Glade Creek Elementary School","7950 Webster Road ","Summersville","26651","","8722882","8722882","","PK05"
"NON-PUBLIC","Ohio","Augusta Levy Learning Center","99 N0rth Main Street ","Wheeling","26003","","2426722","","",""
"PUBLIC","Ohio","West Liberty Elementary School","745 Van Meter Way ","Wheeling","26003","9205","3367221","3367222","","0K05"
"NON-PUBLIC","Ohio","Youth Services System","1000 Chapline St ","Wheeling","26003","","2332480","","",""
"PUBLIC","Ohio","Ritchie Elementary School","3700 Wood St ","Wheeling","26003","4399","2430372","2430373","","PK05"
"NON-PUBLIC","Ohio","St Vincent De Paul School","127 Key Ave ","Wheeling","26003","","2425844","2431624","",""
"NON-PUBLIC","Ohio","Wheeling Country Day School","8 Park Rd ","Wheeling","26003","","2322430","2322434","",""
"PUBLIC","Ohio","Madison Elementary School","91 Zane St ","Wheeling","26003","2292","2430366","2430457","","PK05"
"NON-PUBLIC","Ohio","Corpus Christi Grade School","1512 Warwood Ave ","Wheeling","26003","","2771220","2772823","",""
"PUBLIC","Ohio","Wheeling Middle School","35th and Chapline St ","Wheeling","26003","1916","2430425","2430426","","0608"
"PUBLIC","Ohio","Bethlehem Elementary School","22 Chapel Rd ","Wheeling","26003","4816","2430350","2430351","","0K05"
"NON-PUBLIC","Ohio","Wheeling Catholic Elementary School","77 Fourteenth St ","Wheeling","26003","","2331515","2331516","",""
"PUBLIC","Ohio","Triadelphia Middle School","1636 National Rd ","Wheeling","26003","5598","2430387","2430392","","0608"
"NON-PUBLIC","Ohio","Lyceum Preparatory Academy","83 14th Street ","Wheeling","26003","","2328088","","",""
"PUBLIC","Ohio","Woodsdale Elementary School","1 Bethany Pike ","Wheeling","26003","6193","2430378","2430379","","PK05"
"NON-PUBLIC","Ohio","Abundant Life Christian","Rr2 - Box 445a ","Triadelphia","26059","","5474375","","",""
"PUBLIC","Ohio","Steenrod Elementary School","100 Clarks Ln ","Wheeling","26003","1454","2430354","2430357","","PK05"
"NON-PUBLIC","Ohio","Linsly School","60 Knox Ln ","Wheeling","26003","","2333260","","http://www.linsly.org",""
"PUBLIC","Ohio","Middle Creek Elementary School","579 Middle Creek Road ","Triadelphia","26059","9710","2430369","2430371","","PK05"
"NON-PUBLIC","Ohio","St Michaels School","1221 National Rd ","Wheeling","26003","","2423966","2435710","",""
"PUBLIC","Ohio","Wheeling Park High School","1976 Park View Rd ","Wheeling","26003","9311","2430400","2430449","http://wphs.ohio.k12.wv.us","0912"
"PUBLIC","Ohio","Elm Grove Elementary School","85 Mil Acres Dr ","Wheeling","26003","9614","2430363","2430364","http://wphs.ohio.k12.wv.us/elmgrove/index.html","PK05"
"NON-PUBLIC","Ohio","Central Catholic High School","75 14th St ","Wheeling","26002","","2331660","2333187","",""
"PUBLIC","Ohio","Warwood School","150 Viking Dr ","Wheeling","26003","7027","2430394","2430375","http://wphs.ohio.k12.wv.us/warwood/wms1.htm","PK08"
"ADMINISTRATIVE","Ohio","Ohio County Schools","2203 National Road ","Wheeling","26003","5203","2430300","2430328","http://boe.ohio.k12.wv.us",""
"NON-PUBLIC","Ohio","Sikora Montessori","2108 Lumber Avenue ","Wheeling","26003","","9058453","","",""
"PUBLIC","Ohio","Bridge Street Middle School","19 Junior Ave ","Wheeling","26003","4897","2430381","2430385","","0608"
"PUBLIC","Pendleton","Brandywine Elementary School","11480 Blue Gray Trail P. O. Box 247","Brandywine","26802","","2495381","2495226","http://www.pendletoncountyschools.com/bes/index.htm","PK06"
"PUBLIC","Pendleton","Pendleton County Middle/High School","Po Box 40 409 Maple Avenue","Franklin","26807","40","3582573","3587701","http://www.pendletoncountyschools.com/pchs/index.htm","0712"
"PUBLIC","Pendleton","Franklin Elementary School","67 South Branch Street Po Box 848","Franklin","26807","848","3042206","3587628","http://www.pendletoncountyschools.com/fes/index.htm","PK06"
"ADMINISTRATIVE","Pendleton","Pendleton County Schools","PO Box 888","Franklin","26807","","3582207","3582936","http://www.pendletoncountyschools.com",""
"PUBLIC","Pendleton","North Fork Elementary School","Po Box 186, 189 Price Way","Circleville","26804","","5673193","5673196","http://www.pendletoncountyschools.com/nfes/index.htm","PK06"
"PUBLIC","Pleasants","Mid Ohio Valley Technical Institute","2134 N Pleasants Highway ","St Marys","26170","","6842464","6842544","http://www.pleasantscountyschools.com/movti.aspx",""
"PUBLIC","Pleasants","Pleasants County Middle School","510 Riverview Drive ","Belmont","26134","","2995275","6652451","http://www.pleasantscountyschools.com/pcms.aspx","0508"
"PUBLIC","Pleasants","Belmont Elementary School","512 Riverview Drive ","Belmont","26134","","2995274","6652408","http://www.pleasantscountyschools.com/bes.aspx","PK04"
"NON-PUBLIC","Pleasants","Apostolic School","712 Sixth Street ","St. Marys","26170","","6847675","","",""
"PUBLIC","Pleasants","St. Marys High School","2330 N Pleasants Hwy","St Marys","26170","","6842421","6843859","http://www.pleasantscountyschools.com/smhs.aspx","0912"
"PUBLIC","Pleasants","St. Marys Elementary School","317 Washington Street ","St Marys","26170","","6843510","6842640","http://www.pleasantscountyschools.com/smes.aspx","PK04"
"ADMINISTRATIVE","Pleasants","Pleasants County Schools","202 Fairview Drive","St. Marys","26170","","6842215","6843569","http://www.pleasantscountyschools.com",""
"ADMINISTRATIVE","Pocahontas","Pocahontas County Schools","926 Fifth Avenue ","Marlinton","24954","","7994505","7994499","http://pocahontas-k12.wvnet.edu/boe/",""
"PUBLIC","Pocahontas","Pocahontas County High School","Route 1, Box 133a ","Dunmore","24934","","7996565","7996893","http://pocahontas-k12.wvnet.edu/pchs/","0912"
"PUBLIC","Pocahontas","Marlinton Elementary School","926a Fifth Avenue ","Marlinton","24954","","7996551","7996552","http://pocahontas-k12.wvnet.edu/marlinton/","PK04"
"PUBLIC","Pocahontas","Hillsboro Elementary School","Hc 64, Box 399 ","Hillsboro","24946","","6534221","6534212","http://pocahontas-k12.wvnet.edu/hillsboro/","PK05"
"NON-PUBLIC","Pocahontas","Lamp Of Youth Christian Academy","Po Box 157 ","Green Bank","24944","","4564069","","",""
"PUBLIC","Pocahontas","Marlinton Middle School","Route 2, Box 52s ","Buckeye","24924","","7996773","7997278","http://pocahontas-k12.wvnet.edu/mms","0508"
"PUBLIC","Pocahontas","Green Bank Elementary-Middle School","Route 1, Box 5 ","Green Bank","24944","","4564865","4565162","http://pocahontas-k12.wvnet.edu/greenbank/","PK08"
"PUBLIC","Preston","Terra Alta/East Preston School","1103 East State Avenue ","Terra Alta","26764","","7892344","7892596","","PK08"
"PUBLIC","Preston","Rowlesburg School","46 Center Street ","Rowlesburg","26425","","4549311","4549313","","PK08"
"ADMINISTRATIVE","Preston","Preston County Schools","731 Preston Drive ","Kingwood","26537","1551","3290580","3290720","http://www.prestonboe.com",""
"PUBLIC","Preston","South Preston School","5258 South Preston Highway","Tunnelton","26444","","5682292","5682372","","0K08"
"PUBLIC","Preston","West Preston School","113 Eby School Road","Arthurdale","26520","","8643835","8644037","",""
"PUBLIC","Preston","Central Preston Middle School","500 Knight Drive ","Kingwood","26537","","3290033","3292389","","0608"
"PUBLIC","Preston","Fellowsville Elementary","139 Fellowsville School Rd ","Tunnelton","26444","","8924456","8923866","","PK05"
"PUBLIC","Preston","Bruceton School","P.o. Box 141 141 Morgantown Street","Bruceton Mills","26525","","3792593","3794079","http://www.brucetonschool.org","PK08"
"PUBLIC","Preston","Aurora Elementary","125 Aurora School Road ","Aurora","26705","","7353781","7356805","","PK08"
"PUBLIC","Preston","Preston High School","400 Knight Drive ","Kingwood","26537","1553","3290400","3293528","","0912"
"PUBLIC","Preston","Kingwood Elementary","207 S Price Street ","Kingwood","26537","","3291034","3291035","http://glade.webs.k12.wv.us/~kinelem","PK05"
"PUBLIC","Putnam","Poca Middle School","P.o. Box 647 Route 62 South","Poca","25159","","7557343","7558930","http://www.putnamschools.com/pms","0608"
"PUBLIC","Putnam","Hometown Elementary","P.o. Box 249 Route 62 North","Hometown","25109","","5862395","5862395","","PK05"
"NON-PUBLIC","Putnam","Truth & Liberty Christian School","P.o. Box 151 ","Hurricane","25526","","5629740","","",""
"PUBLIC","Putnam","George Washington Middle School","P.o. Box 660 Route 62 North","Eleanor","25070","","5862875","5863037","http://www.putnamschools.com/gwms/","0608"
"PUBLIC","Putnam","Eastbrook Elementary School","1600 Bills Creek Road ","Winfield","25213","","7559835","","","PK05"
"NON-PUBLIC","Putnam","Calvary Baptist Academy","3655 Teays Valley Road ","Hurricane","25526","","7576768","","",""
"PUBLIC","Putnam","Winfield Elementary","2 Wall Street ","Winfield","25213","","5862565","5865351","","PK05"
"PUBLIC","Putnam","Confidence Elementary","Hc Box 163 ","Red House","25168","","5862041","5860748","","PK05"
"PUBLIC","Putnam","Winfield High School","3022 Winfield Road ","Winfield","25213","","5863279","5863601","","0912"
"PUBLIC","Putnam","Scott Teays Elementary","4308 Teays Valley Road ","Scott Depot","25560","","7577279","7574114","","PK05"
"ADMINISTRATIVE","Putnam","Putnam County Schools","77 Courthouse Drive","Winfield","25213","","5860500","5860553","http://www.putnamschools.com",""
"PUBLIC","Putnam","Hurricane High School","3350 Teays Valley Road ","Hurricane","25526","","5623991","5625460","","0912"
"PUBLIC","Putnam","Poca Elementary","P.o. Box 430 Route 62 South","Poca","25159","","7557561","7557561","","PK05"
"PUBLIC","Putnam","Winfield Middle School","3280 Winfield Road ","Winfield","25213","","5863072","5860920","","0608"
"PUBLIC","Putnam","Hurricane Town Elementary","300 Harbour Lane ","Hurricane","25526","","5623610","5623610","","PK05"
"PUBLIC","Putnam","Hurricane Middle","518 Midland Trail ","Hurricane","25526","","5629271","5627163","http://www.putnamschools.com/hms/","0608"
"PUBLIC","Putnam","George Washington Elementary School","P.o. Box 680 Route 62 North","Eleanor","25070","","5862184","5864275","","PK05"
"NON-PUBLIC","Putnam","Teays Valley Christian School","4373 Teays Valley Road ","Scott Depot","25560","","7579550","","http://www.teaysvalleychristian.org",""
"PUBLIC","Putnam","Mountain View Elementary School","3967 Teays Valley Road ","Hurricane","25526","","","","","PK05"
"PUBLIC","Putnam","Conner Street Elementary","445 Conner Street ","Hurricane","25526","","5629351","5623635","","PK05"
"PUBLIC","Putnam","Putnam Career & Technical Center","P.o. Box 640 300 Roosevelt Bldv","Eleanor","25070","","5863494","5864467","",""
"PUBLIC","Putnam","West Teays Elementary","3676 Teays Vly Road ","Hurricane","25526","","7576711","7578098","http://www.putnamschools.com/wtes/index.htm","PK05"
"PUBLIC","Putnam","Buffalo Elementary School","Rt. 2, Box 93 ","Buffalo","25033","","9372651","9372651","","PK05"
"PUBLIC","Putnam","Poca High School","Rt. 1, Box 5b ","Poca","25159","","7555001","7555009","","0912"
"PUBLIC","Putnam","Rock Branch Elementary","4616 1st Avenue ","Nitro","25143","","7551443","","","PK05"
"PUBLIC","Putnam","Buffalo High School","3317 Buffalo Road ","Buffalo","25033","","9372661","9373470","","0912"
"PUBLIC","Putnam","Lakeside Elementary","2550 Us Rt 60 ","Hurricane","25526","","5623630","5623630","","PK05"
"PUBLIC","Raleigh","Bradley Elementary School","210 Bradley School Road ","Mt Hope","25880","","2564605","","","PK05"
"NON-PUBLIC","Raleigh","Sophia Christian Academy","P.o. Box 1285 ","Sophia","25921","","6833227","","",""
"PUBLIC","Raleigh","Park Middle School","212 Park Avenue ","Beckley","25801","","2564586","","","0608"
"PUBLIC","Raleigh","Hollywood Elementary","Po Box 7 ","Macarthur","25873","","2564579","","","PK05"
"NON-PUBLIC","Raleigh","St. Franics De Sales","622 South Oakwood ","Beckley","25801","","2524087","","",""
"PUBLIC","Raleigh","Raleigh-Boone Technical Center","11823 Coal River Road ","Whitesville","25209","","","","",""
"PUBLIC","Raleigh","Beckley Elementary","399 Gray Flats Road ","Beckley","25801","","2564575","2564575","","PK05"
"PUBLIC","Raleigh","Fairdale Elementary School","Po Box 10 ","Fairdale","25839","","9340753","","","PK05"
"NON-PUBLIC","Raleigh","Trinity Christian Academy","P.o. Box 99 ","Macarthur","25873","","2528474","","",""
"PUBLIC","Raleigh","Woodrow Wilson High School","400 Stanaford Road ","Beckley","25801","","2564646","","http://wwhs.rale.k12.wv.us","0912"
"PUBLIC","Raleigh","Marsh Fork Elementary","5690 Coal River Road ","Naoma","25174","","8541951","","","PK05"
"PUBLIC","Raleigh","Crescent Elementary","205 Crescent Road ","Beckley","25801","","2564576","","","PK05"
"NON-PUBLIC","Raleigh","House Of Prayer Christian School","P.o.box 997 ","Sophia","25921","","6839715","","",""
"PUBLIC","Raleigh","Liberty High School","Po Box 265 ","Glen Daniel","25844","","9345306","","","0912"
"PUBLIC","Raleigh","Shady Spring Elementary","Po Box 2009 ","Shady Spring","25918","","2564633","","","PK05"
"PUBLIC","Raleigh","Crab Orchard Elementary","Po Box 727 Rt 16","Crab Orchard","25827","","2564577","","","PK05"
"NON-PUBLIC","Raleigh","Mabscott Christian Academy","P.o. Box 563 ","Mabscott","25871","","2526585","","",""
"PUBLIC","Raleigh","Beckley-Stratton Middle School","401 Gray Flats Road ","Beckley","25801","","2564616","","","0608"
"PUBLIC","Raleigh","Maxwell Hill Elementary","1001 Maxwell Hill Road ","Beckley","25801","","2564599","","","PK05"
"PUBLIC","Raleigh","Clear Fork District Elementary","P.o. Box 127 ","Clear Creek","25044","","8541000","","http://clearforkdistrict.rale.k12.wv.us","PK05"
"NON-PUBLIC","Raleigh","Victory Baptist Academy","P.o. Box 549 ","Beaver","25813","","2554535","","",""
